KO	superclass
K17850	Transcriptional regulation
K17869	Energy/central carbon
K17884	Other
K17938	Transport
K17947	Energy/central carbon
K18009	Energy/central carbon
K18093	Transport
K18104	Transport
K18118	Carbohydrate metabolism
K18138	Antibiotic resistance/efflux
K18139	Antibiotic resistance/efflux
K18140	Transcriptional regulation
K18141	Antibiotic resistance/efflux
K18142	Antibiotic resistance/efflux
K18143	Signal transduction
K18144	Signal transduction
K18146	Antibiotic resistance/efflux
K18149	Cell envelope/biogenesis
K18199	Energy/central carbon
K18217	Antibiotic resistance/efflux
K18231	Transport
K18234	Carbohydrate metabolism
K18244	Cofactors/vitamins
K18248	Tryptophan metabolism
K18298	Antibiotic resistance/efflux
K18299	Antibiotic resistance/efflux
K18301	Transcriptional regulation
K18303	Antibiotic resistance/efflux
K18324	Antibiotic resistance/efflux
K18325	Transcriptional regulation
K18326	Antibiotic resistance/efflux
K18347	Transport
K18445	Carbohydrate metabolism
K18446	Other
K18447	Carbohydrate metabolism
K18456	Carbohydrate metabolism
K18476	Antibiotic resistance/efflux
K18478	Other
K18479	Energy/central carbon
K18531	Transcriptional regulation
K18552	Antibiotic resistance/efflux
K18567	Antibiotic resistance/efflux
K18581	Carbohydrate metabolism
K18587	Cofactors/vitamins
K18588	Cofactors/vitamins
K18590	Antibiotic resistance/efflux
K18640	Cell envelope/biogenesis
K18649	Carbohydrate metabolism
K18650	Carbohydrate metabolism
K18652	Energy/central carbon
K18657	Cell envelope/biogenesis
K18672	Carbohydrate metabolism
K18682	Carbohydrate metabolism
K18691	Cell envelope/biogenesis
K18692	Energy/central carbon
K18702	Carbohydrate metabolism
K18704	Cell envelope/biogenesis
K18754	Other
K18765	RNA processing/degradation
K18770	Cell envelope/biogenesis
K18778	Cell envelope/biogenesis
K18783	Carbohydrate metabolism
K18800	Other
K18815	Carbohydrate metabolism
K18816	Carbohydrate metabolism
K18821	Carbohydrate metabolism
K18829	Defense systems
K18831	Transcriptional regulation
K18837	Defense systems
K18841	RNA processing/degradation
K18842	Defense systems
K18843	Defense systems
K18850	Translation/ribosome
K18887	Antibiotic resistance/efflux
K18888	Antibiotic resistance/efflux
K18889	Antibiotic resistance/efflux
K18890	Antibiotic resistance/efflux
K18891	Antibiotic resistance/efflux
K18892	Antibiotic resistance/efflux
K18900	Transcriptional regulation
K18906	Transcriptional regulation
K18907	Transcriptional regulation
K18908	Antibiotic resistance/efflux
K18909	Transcriptional regulation
K18910	Energy/central carbon
K18916	Transport
K18918	Transcriptional regulation
K18919	Other
K18920	Other
K18921	Other
K18923	Defense systems
K18924	Antibiotic resistance/efflux
K18925	Antibiotic resistance/efflux
K18926	Antibiotic resistance/efflux
K18928	SCFA fermentation
K18929	SCFA fermentation
K18934	Antibiotic resistance/efflux
K18935	Antibiotic resistance/efflux
K18939	Antibiotic resistance/efflux
K18940	Signal transduction
K18967	Carbohydrate metabolism
K18968	Carbohydrate metabolism
K18979	Other
K18980	Other
K18988	Amino acid metabolism
K18997	Protein folding/quality control
K19000	Transcriptional regulation
K19002	Carbohydrate metabolism
K19005	Carbohydrate metabolism
K19046	Defense systems
K19047	Antibiotic resistance/efflux
K19048	Other
K19055	RNA processing/degradation
K19083	Transport
K19084	Transport
K19100	Antibiotic resistance/efflux
K19101	Antibiotic resistance/efflux
K19115	Defense systems
K19117	Defense systems
K19118	Defense systems
K19119	Defense systems
K19123	Defense systems
K19124	Defense systems
K19125	Defense systems
K19126	Defense systems
K19127	Defense systems
K19128	Defense systems
K19129	Defense systems
K19130	Defense systems
K19157	RNA processing/degradation
K19158	Defense systems
K19159	Defense systems
K19162	Protein folding/quality control
K19163	Defense systems
K19164	Defense systems
K19166	RNA processing/degradation
K19167	Other
K19168	Defense systems
K19181	Carbohydrate metabolism
K19190	Energy/central carbon
K19215	Antibiotic resistance/efflux
K19220	Cell envelope/biogenesis
K19221	Carbohydrate metabolism
K19222	Energy/central carbon
K19223	Cell envelope/biogenesis
K19224	Cell envelope/biogenesis
K19225	Protein folding/quality control
K19226	Transport
K19227	Transport
K19228	Transport
K19229	Transport
K19230	Transport
K19234	Other
K19235	Other
K19236	Other
K19265	Energy/central carbon
K19267	Cofactors/vitamins
K19270	Carbohydrate metabolism
K19271	Carbohydrate metabolism
K19285	Cofactors/vitamins
K19286	Cofactors/vitamins
K19294	Carbohydrate metabolism
K19302	Carbohydrate metabolism
K19304	Cell envelope/biogenesis
K19309	Transport
K19333	Transcriptional regulation
K19334	Motility/adhesion
K19336	Energy/central carbon
K19337	Transcriptional regulation
K19338	Transcriptional regulation
K19340	RNA processing/degradation
K19349	Transport
K19350	Transport
K19353	Other
K19354	Other
K19416	Protein folding/quality control
K19422	Carbohydrate metabolism
K19424	Carbohydrate metabolism
K19426	Carbohydrate metabolism
K19428	Carbohydrate metabolism
K19504	Carbohydrate metabolism
K19505	Transcriptional regulation
K19507	Carbohydrate metabolism
K19508	Transport
K19509	Transport
K19510	Carbohydrate metabolism
K19519	Other
K19563	Amino acid metabolism
K19576	Antibiotic resistance/efflux
K19577	Antibiotic resistance/efflux
K19585	Antibiotic resistance/efflux
K19586	Antibiotic resistance/efflux
K19591	Transcriptional regulation
K19610	Signal transduction
K19611	Transcriptional regulation
K19615	Defense systems
K19633	Transport
K19666	Transcriptional regulation
K19688	Motility/adhesion
K19689	Carbohydrate metabolism
K19696	Carbohydrate metabolism
K19707	Transcriptional regulation
K19732	Transcriptional regulation
K19733	Transcriptional regulation
K19734	Transcriptional regulation
K19743	Energy/central carbon
K19745	Cofactors/vitamins
K19775	Transcriptional regulation
K19776	Transcriptional regulation
K19784	Energy/central carbon
K19789	DNA replication/repair/maintenance
K19802	Amino acid metabolism
K19803	Carbohydrate metabolism
K19804	Cell envelope/biogenesis
K19810	Amino acid metabolism
K19813	Energy/central carbon
K19837	Other
K19965	Carbohydrate metabolism
K19971	Transport
K19972	Transport
K19973	Transport
K19975	Transport
K19976	Transport
K20073	Cell envelope/biogenesis
K20074	Carbohydrate metabolism
K20108	Carbohydrate metabolism
K20112	Carbohydrate metabolism
K20113	Carbohydrate metabolism
K20114	Carbohydrate metabolism
K20118	Carbohydrate metabolism
K20249	Carbohydrate metabolism
K20256	Cofactors/vitamins
K20263	Signal transduction
K20265	Synaptic pathways
K20266	Transport
K20276	Other
K20306	Signal transduction
K20319	Antibiotic resistance/efflux
K20320	Antibiotic resistance/efflux
K20344	Transport
K20345	Transport
K20373	Transcriptional regulation
K20374	Transcriptional regulation
K20375	Transcriptional regulation
K20379	Transport
K20391	Transcriptional regulation
K20421	Carbohydrate metabolism
K20444	Energy/central carbon
K20459	Transport
K20480	Transcriptional regulation
K20485	Transport
K20487	Signal transduction
K20488	Signal transduction
K20490	Transport
K20527	Transport
K20528	Transport
K20529	Transport
K20530	Transport
K20531	Transport
K20532	Transport
K20533	Transport
K20534	Carbohydrate metabolism
K20539	Transcriptional regulation
K20541	Carbohydrate metabolism
K20542	Other
K20543	Carbohydrate metabolism
K20707	Amino acid metabolism
K20708	Amino acid metabolism
K20742	Amino acid metabolism
K20765	Other
K20801	Energy/central carbon
K20811	Other
K20861	Cofactors/vitamins
K20862	Carbohydrate metabolism
K20866	Carbohydrate metabolism
K20881	Carbohydrate metabolism
K20885	Carbohydrate metabolism
K20918	Transcriptional regulation
K20945	Tryptophan metabolism
K20956	Carbohydrate metabolism
K20997	Transport
K20999	Transport
K21002	Transport
K21020	Carbohydrate metabolism
K21021	Carbohydrate metabolism
K21023	Carbohydrate metabolism
K21028	Cofactors/vitamins
K21029	Cofactors/vitamins
K21030	Carbohydrate metabolism
K21053	Amino acid metabolism
K21060	Other
K21062	Energy/central carbon
K21064	Carbohydrate metabolism
K21084	Carbohydrate metabolism
K21085	Carbohydrate metabolism
K21086	Nucleotide metabolism
K21087	Motility/adhesion
K21088	Carbohydrate metabolism
K21089	Transcriptional regulation
K21090	Nucleotide metabolism
K21135	Antibiotic resistance/efflux
K21142	Carbohydrate metabolism
K21147	Carbohydrate metabolism
K21275	Carbohydrate metabolism
K21285	Cell envelope/biogenesis
K21298	Carbohydrate metabolism
K21324	SCFA fermentation
K21344	Other
K21355	Carbohydrate metabolism
K21405	Transcriptional regulation
K21416	Energy/central carbon
K21417	Energy/central carbon
K21420	Translation/ribosome
K21430	Carbohydrate metabolism
K21449	Motility/adhesion
K21463	Defense systems
K21465	Cell envelope/biogenesis
K21466	Cell envelope/biogenesis
K21467	Cell envelope/biogenesis
K21470	Other
K21471	Cell envelope/biogenesis
K21478	Carbohydrate metabolism
K21481	Cofactors/vitamins
K21498	Defense systems
K21562	Transcriptional regulation
K21567	Transcriptional regulation
K21575	Carbohydrate metabolism
K21592	Cell envelope/biogenesis
K21600	Transcriptional regulation
K21613	Carbohydrate metabolism
K21619	Energy/central carbon
K21636	SCFA fermentation
K21677	Other
K21678	Carbohydrate metabolism
K21679	Other
K21680	Energy/central carbon
K21686	Transcriptional regulation
K21687	Translation/ribosome
K21688	Translation/ribosome
K21691	Translation/ribosome
K21695	Other
K21698	Transcriptional regulation
K21699	Transcriptional regulation
K21712	Carbohydrate metabolism
K21713	Energy/central carbon
K21739	Nucleotide metabolism
K21745	Transcriptional regulation
K21757	Transcriptional regulation
K21759	Energy/central carbon
K21828	Transcriptional regulation
K21886	Transcriptional regulation
K21900	Transcriptional regulation
K21903	Transcriptional regulation
K21910	Energy/central carbon
K21911	Energy/central carbon
K21929	DNA replication/repair/maintenance
K21972	Transcriptional regulation
K21973	Transcriptional regulation
K21974	Transcriptional regulation
K21975	Transcriptional regulation
K21976	Antibiotic resistance/efflux
K21977	Amino acid metabolism
K21990	Antibiotic resistance/efflux
K21993	Transport
K22003	Energy/central carbon
K22010	Signal transduction
K22015	Cofactors/vitamins
K22024	Carbohydrate metabolism
K22027	Tryptophan metabolism
K22041	Antibiotic resistance/efflux
K22043	Transcriptional regulation
K22044	Transport
K22051	Transport
K22066	Other
K22067	Signal transduction
K22071	Transcriptional regulation
K22073	Other
K22084	Other
K22085	Other
K22086	Other
K22103	Transcriptional regulation
K22105	Antibiotic resistance/efflux
K22106	Transcriptional regulation
K22110	Transport
K22129	Energy/central carbon
K22130	Energy/central carbon
K22132	RNA processing/degradation
K22212	Energy/central carbon
K22213	Energy/central carbon
K22229	Other
K22230	Energy/central carbon
K22252	Carbohydrate metabolism
K22278	Cell envelope/biogenesis
K22293	Transcriptional regulation
K22296	Transcriptional regulation
K22298	Transcriptional regulation
K22299	Transcriptional regulation
K22302	Transcriptional regulation
K22305	Carbohydrate metabolism
K22325	Other
K22330	Tryptophan metabolism
K22373	SCFA fermentation
K22393	Cofactors/vitamins
K22394	Cofactors/vitamins
K22396	Energy/central carbon
K22397	Energy/central carbon
K22409	Amino acid metabolism
K22432	Energy/central carbon
K22441	Carbohydrate metabolism
K22445	Amino acid metabolism
K22457	Carbohydrate metabolism
K22468	Carbohydrate metabolism
K22473	Cofactors/vitamins
K22474	Cofactors/vitamins
K22477	Transport
K22478	Carbohydrate metabolism
K22479	Carbohydrate metabolism
K22489	Transcriptional regulation
K22491	Transcriptional regulation
K00007	Energy/central carbon
K00021	Cofactors/vitamins
K00023	Cofactors/vitamins
K00028	Energy/central carbon
K00035	Energy/central carbon
K00039	Energy/central carbon
K00048	Cofactors/vitamins
K00050	Other
K00064	Energy/central carbon
K00066	Energy/central carbon
K00076	Energy/central carbon
K00078	Energy/central carbon
K00082	Cofactors/vitamins
K00100	Energy/central carbon
K00103	Cofactors/vitamins
K00118	Energy/central carbon
K00126	SCFA fermentation
K00129	Cofactors/vitamins
K00132	Energy/central carbon
K00137	Energy/central carbon
K00141	Cofactors/vitamins
K00151	Energy/central carbon
K00153	Energy/central carbon
K00172	Energy/central carbon
K00174	Energy/central carbon
K00175	Energy/central carbon
K00176	Energy/central carbon
K00177	Energy/central carbon
K00179	Energy/central carbon
K00180	Energy/central carbon
K00194	Energy/central carbon
K00198	Cofactors/vitamins
K00200	Energy/central carbon
K00201	Energy/central carbon
K00202	Energy/central carbon
K00210	Other
K00211	Tryptophan metabolism
K00217	Energy/central carbon
K00219	Cofactors/vitamins
K00221	Energy/central carbon
K00227	Carbohydrate metabolism
K00231	Cofactors/vitamins
K00232	Lipid metabolism
K00252	Energy/central carbon
K00253	Energy/central carbon
K00255	Lipid metabolism
K00256	Other
K00257	Energy/central carbon
K00260	Synaptic pathways
K00261	Cofactors/vitamins
K00263	Energy/central carbon
K00270	Tryptophan metabolism
K00271	Cofactors/vitamins
K00273	Energy/central carbon
K00282	Amino acid metabolism
K00290	Cofactors/vitamins
K00293	Energy/central carbon
K00294	Energy/central carbon
K00302	Cofactors/vitamins
K00303	Cofactors/vitamins
K00306	Cofactors/vitamins
K00313	Energy/central carbon
K00315	Energy/central carbon
K00317	Energy/central carbon
K00318	Energy/central carbon
K00320	Cofactors/vitamins
K00329	Other
K00351	Cofactors/vitamins
K00356	Other
K00360	Cofactors/vitamins
K00365	Cofactors/vitamins
K00367	Cofactors/vitamins
K00368	Cofactors/vitamins
K00376	Amino acid metabolism
K00385	Cofactors/vitamins
K00387	Cofactors/vitamins
K00392	Cofactors/vitamins
K00394	Cofactors/vitamins
K00395	Cofactors/vitamins
K00404	Cofactors/vitamins
K00405	Cofactors/vitamins
K00406	Cofactors/vitamins
K00407	Cofactors/vitamins
K00422	Energy/central carbon
K00441	Cofactors/vitamins
K00446	Energy/central carbon
K00448	Energy/central carbon
K00449	Energy/central carbon
K00450	Energy/central carbon
K00451	Energy/central carbon
K00452	Energy/central carbon
K00453	Tryptophan metabolism
K00455	Energy/central carbon
K00456	Amino acid metabolism
K00457	Energy/central carbon
K00463	Energy/central carbon
K00466	Tryptophan metabolism
K00469	Energy/central carbon
K00471	Energy/central carbon
K00472	Energy/central carbon
K00477	Carbohydrate metabolism
K00479	Amino acid metabolism
K00480	Other
K00481	SCFA fermentation
K00486	Tryptophan metabolism
K00491	Amino acid metabolism
K00493	Cofactors/vitamins
K00496	Cofactors/vitamins
K00499	Cofactors/vitamins
K00500	Tryptophan metabolism
K00505	Tryptophan metabolism
K00507	Carbohydrate metabolism
K00508	Energy/central carbon
K00510	Cofactors/vitamins
K00517	Other
K00518	Energy/central carbon
K00529	Energy/central carbon
K00532	Cofactors/vitamins
K00561	RNA processing/degradation
K00587	RNA processing/degradation
K00594	Cofactors/vitamins
K00603	DNA replication/repair/maintenance
K00612	Amino acid metabolism
K00613	Amino acid metabolism
K00619	Carbohydrate metabolism
K00621	Carbohydrate metabolism
K00624	Carbohydrate metabolism
K00635	Lipid metabolism
K00646	Energy/central carbon
K00663	Carbohydrate metabolism
K00672	Carbohydrate metabolism
K00680	Carbohydrate metabolism
K00683	Amino acid metabolism
K00685	Translation/ribosome
K00686	Other
K00693	Carbohydrate metabolism
K00696	Tryptophan metabolism
K00713	Cell envelope/biogenesis
K00729	Carbohydrate metabolism
K00752	Carbohydrate metabolism
K00785	Carbohydrate metabolism
K00803	Carbohydrate metabolism
K00808	Carbohydrate metabolism
K00809	Carbohydrate metabolism
K00818	Carbohydrate metabolism
